key,cleaned_tokens,label,label2
k3452,"picked,various,state,yesterday,police,received,report,three,video,recording,gathering,police,people,furniture,shop,owner,allegedly,birthday,gathering,involved,secret,society,criminal,investigation,department,chief,said,aged,also,movement,control,order,standard,operating,procedure,sop,picked,various,state,yesterday,police,received,report,three,video,recording,gathering,said,statement,today,preliminary,ceremony,furniture,shop,close,police,found,end,video,recording,ceremony,two,men,several,hand,contain,secret,added,said,police,also,one,video,said,police,bail,case,act",Religious Offences,Others
k3453,"raid,four,female,police,allegedly,found,possession,rented,room,around,today,deputy,police,chief,lim,jaw,said,aged,also,tested,positive,amphetamine,raid,four,plastic,weighing,six,worth,found,police,said,lim,statement,today,added,found,roof,underneath,rented,window,lim,said,case,currently,section,section,dangerous,act,meanwhile,background,revealed,previous,record,one,male,besides,drug,related,four,police,section,penal,code,theft,motor,vehicle,component,part,motor,vehicle,said,lim,currently,remand",Drug Offences,Drug Offences
k3454,"photo,police,crest,pregnant,wife,seriously,injured,motorcycle,riding,rear,lorry,tun,police,chief,said,deceased,antu,said,incident,around,lorry,driver,stopped,left,lane,road,check,vehicle,broken,cause,breakdown,motorcycle,carrying,couple,rear,vehicle,said,statement,pronounced,dead,scene,medical,personnel,wife,seven,pregnancy,sent,hospital,added,lorry,driver,following,incident,later,police,bail,case,section,road,transport,act",Physical Hurt,Murder and Homicide
k3456,"police,arrest,late,calling,key,conspirator,case,creation,publication,adult,via,police,star,husband,raj,allegedly,pornographic,six,businessman,police,arrest,late,calling,key,conspirator,case,creation,publication,adult,via,sufficient,evidence,regarding,police,said,press,release,ongoing,arrest,latest,scandal,hit,two,winner,reality,show,celebrity,big,brother,life,following,investigation,stint,franchise,hugely,successful,premier,league,stringent,obscene,material,watching,pornography,private,legal,according,adult,site,nation,billion,third,source,traffic,behind,united,board,blocked,release,erotic,film,fifty,grey,despite,shown,version,sparking,moral",Sexual Harassment or Sexual Offences or Rape,Sexual Harrasment or Sexual Offences or Rape
k3458,"victim,saw,advertisement,offering,eight,per,cent,discount,utility,security,company,operator,lost,offering,utility,payment,according,police,chief,victim,saw,advertisement,offering,eight,per,cent,discount,utility,interested,providing,phone,number,advertiser,said,statement,today,said,day,victim,received,message,telling,direct,pay,order,enjoy,discount,victim,fill,personal,banking,said,received,call,bank,total,transferred,account,account,lodged,police,report,used,obtain,personal,banking,make,bank,account,said,added,case,section,penal,code",Scam,Scam
k3459,"police,arrest,suspect,house,serial,offender,suspected,responsible,snatching,police,chief,said,house,around,said,arrest,made,following,report,married,couple,lost,snatcher,around,senior,motorcycle,bag,snatched,behind,suspect,said,said,acting,information,received,criminal,investigation,department,team,police,headquarters,led,track,main,suspect,arrest,police,clothes,suspect,wore,helmet,motorcycle,said,said,found,suspect,four,criminal,connection,fraud,section,penal,code,suspect,currently,robbery,without,section,penal,code,suspect,also,seven,day,section,criminal,procedure,code,investigation,said,also,said,police,work,state,chamber,return,cash,senior,soon,possible",Scam,Scam
k3460,"police,personnel,right,going,raid,man,unnumbered,grocery,store,yesterday,suspected,involvement,gambling,police,chief,said,raid,around,involved,personnel,district,police,headquarters,criminal,investigation,division,raid,police,found,suspect,previous,criminal,record,inside,team,also,card,cash,note,scribbled,said,statement,yesterday,case,section,aa,common,gaming,act,found,guilty,suspect,le,five,imprisonment",Robbery or Theft,Money Laundering
k3461,"rounded,suspected,involvement,illegal,cockfighting,standard,operating,procedure,sop,national,recovery,plan,yesterday,six,suspected,involvement,illegal,cockfighting,standard,operating,procedure,sop,national,recovery,plan,yesterday,police,chief,real,said,four,men,two,aged,operation,ulu,around,police,criminal,investigation,division,task,force,team,led,raid,found,six,local,gathering,area,swift,action,police,prevent,said,besides,sop,also,section,prevention,cruelty,act,police,also,live,dead,gambling,paraphernalia,related,cockfighting,cash,said,police,enforcement,closely,sop,compliance,among,noncompliance,sop,expose,oneself,also,covid,infection,added,said,time,time,ensure,high,level,compliance,among,people,effort,curb,spread,virus",Others,Murder and Homicide
k3462,"total,human,police,given,interim,protection,order,following,nationwide,last,year,may,year,criminal,investigation,department,director,said,total,given,protection,order,po,last,year,people,first,five,year,total,people,result,last,year,may,year,people,suspicion,involved,human,last,year,another,year,told,recently,said,police,serious,combat,human,become,crime,global,issue,among,working,nongovernmental,disseminate,information,create,public,awareness,human,smuggling,addition,various,training,yearly,basis,internally,collaboration,said,said,knowledge,among,staff,especially,enforcement,personnel,involved,crime,said,continuous,also,made,police,address,problem,human,especially,forced,labour,according,statistic,total,connection,labour,exploitation,last,year,carried,may,year,said",Not applicable,Robbery or Theft
k3463,"police,personnel,illegal,intercepting,behind,abandoned,factory,total,illegal,ordered,return,home,country,caught,entering,country,via,border,general,force,post,said,first,incident,took,place,around,said,team,discovered,men,four,suspected,following,public,carried,found,none,possession,valid,travel,admitted,entering,state,illegal,route,area,second,raid,also,result,public,said,five,illegal,oil,palm,plantation,carried,found,none,two,men,three,valid,travel,five,also,admitted,illegal,route,cross",Not applicable,Smuggling
k3464,"scene,accident,mile,three,people,injured,vehicle,near,mile,office,yesterday,morning,involved,four,two,four,saloon,one,vehicle,despite,horrific,damage,sustained,involved,one,seriously,hurt,said,two,sent,hospital,emergency,medical,assistance,service,another,sent,hospital,ambulance,district,police,chief,said,direction,accident,initial,investigation,revealed,mishap,stemmed,negligence,lorry,carrying,lost,control,vehicle,small,lorry,front,small,lorry,another,lorry,setting,chain,collision,said,medium,statement,said,involved,accident,taken,traffic,section,inspection,fire,rescue,department,statement,said,received,distress,immediately,rushed,nine,scene,accident,also,long,crawl,along,road,several",Physical Hurt,Physical Hurt
k3465,"police,escort,suspect,central,police,station,lockup,investigation,suspect,involved,murder,secretary,bill,five,ago,finally,police,brought,back,today,ming,flown,royal,police,air,unit,aircraft,airport,around,taken,central,police,station,team,criminal,investigation,department,district,police,headquarters,upon,arrival,airport,police,commissioner,confirmed,arrest,suspect,latest,arrest,bill,murder,case,took,place,last,around,suspect,help,international,airport,team,magistrate,remand,said,post,said,suspect,involvement,case,case,added,case,section,penal,code,suspect,china,time,sent,back,passport,one,killing,bill,car,june,stopped,traffic,light,intersection,following,incident,total,four,separately,various,death,hanging,however,three,lie,chang,loon,chin,lee,chee,kiang,later,charge,murder,police,dragnet",Murder and Homicide,Murder and Homicide
k3466,"police,unlicensed,money,syndicate,ah,long,two,last,two,police,chief,said,syndicate,operating,since,million,investigating,syndicate,month,venture,told,press,conference,today,news,join,telegram,channel,said,information,police,arresting,syndicate,accountant,marketing,personnel,debt,third,left,men,show,added,gain,confidence,giving,business,issuing,receipt,appear,like,legal,money,entity,victim,applied,extremely,high,interest,said,syndicate,also,illegally,hold,far,total,syndicate,said,last,two,police,four,one,apartment,one,commercial,shop,various,transaction,payment,receipt,found,added,police,also,various,said,revealed,syndicate,legal,furniture,electrical,money,take,action,soon,said,section,act",Scam,Scam
k3467,"woman,lost,total,nonexistent,loan,scheme,police,chief,said,incident,victim,came,across,advertisement,loan,offer,company,browsing,said,woman,administrator,page,copy,bank,account,statement,purpose,loan,approval,victim,instructed,deposit,bank,account,transferring,another,suspect,victim,pay,another,order,get,better,score,loan,approval,however,woman,lodged,police,report,public,extra,careful,especially,financial,via,social,medium,bogus,loan,syndicate,people,easily,convinced,attractive,low,interest,important,people,background,related,relevant,added",Scam,Scam
k3469,"man,found,dead,inside,jungle,near,national,park,member,public,around,yesterday,district,police,chief,said,case,classified,sudden,death,evidence,foul,play,found,scene,early,deceased,probably,area,two,day,ago,based,stage,decomposition,body,scene,police,medical,personnel,general,hospital,body,currently,morgue,action,meanwhile,emotional,contact,trained,calling,public,also,contact,nonprofit,emotional,support,day,seven,day,week,suffer,depression,suicidal",Murder and Homicide,Murder and Homicide
k3470,"equipment,police,two,gambling,call,condominium,ming,around,yesterday,first,raid,involved,unit,call,brought,million,last,nine,police,chief,told,press,conference,today,raid,three,male,unit,evade,arrest,news,join,telegram,channel,however,two,sustained,one,escape,said,said,one,injured,currently,warded,general,hospital,broken,pelvis,suspect,broke,leg,currently,lockup,inside,seven,foreign,successfully,five,two,said,second,raid,another,condominium,unit,saw,three,male,one,second,call,made,around,last,three,said,aged,section,g,common,gaming,act,eight,foreign,also,section,c,immigration,act,entering,country,without,valid,travel,also,six,mobile,equipment,used,run,call,said,police,also,two,local,come,forward,assist,investigation,police,chief,public,come,forward,information,regarding,respective,pointed,call,causing,government,electricity,also,working,disconnect,electricity,common,gaming,act,added",Cyber Crime,Money Laundering
k3471,"criminal,investigation,department,personnel,arrest,suspect,house,court,today,man,four,day,facilitate,police,investigation,murder,threat,wife,suspect,last,night,house,following,police,report,lodged,wife,learnt,prior,arrest,couple,argument,house,led,suspect,allegedly,making,death,threat,also,learnt,first,time,suspect,allegedly,made,known,safety,child,wife,decided,lodge,police,report,police,investigating,case,section,penal,code,criminal,intimidation",Physical Hurt,Murder and Homicide
k3472,"photo,section,mine,stealing,electricity,joint,raid,mining,operation,building,yesterday,led,discovery,electricity,theft,police,chief,said,raid,energy,police,around,found,locked,unoccupied,break,door,lock,break,upon,found,mining,machine,still,operating,upper,floor,electrical,connection,done,illegally,said,statement,said,included,mining,one,one,three,mining,replacement,component,business,card,said,criminal,investigation,department,man,featured,business,card,told,police,currently,working,according,landlord,man,address,monthly,rental,revealed,background,check,found,tenant,two,previous,criminal,section,penal,code,well,section,act,added,police,tracing,whereabouts",Robbery or Theft,Robbery or Theft
k3474,"second,left,showing,raid,police,busted,drug,syndicate,mica,syndicate,following,arrest,four,aged,old,old,seizure,various,worth,deputy,police,commissioner,said,team,crime,investigation,department,four,team,personnel,carried,raid,house,pending,man,woman,inspection,house,led,discovery,polystyrene,box,weighing,g,said,press,conference,today,said,first,raid,led,police,arrest,another,man,parking,lot,near,shop,around,day,police,car,found,weighting,hidden,underneath,floor,mat,added,said,following,information,received,second,raid,police,third,raid,house,around,day,led,arrest,fourth,suspect,seizure,weighing,gramme,bedroom,fourth,raid,day,following,fourth,suspect,police,e,weighing,place,rubbish,bin,said,police,used,place,store,said,total,police,vehicle,worth,cash,supply,people,street,drug,supply,sent,peninsular,via,courier,said,police,investigating,section,b,dangerous,act,three,section,one,case,section,one,case,section,one,case,said,week,background,two,previous,criminal,drug,related,meanwhile,said,based,record,total,million,worth,also,present,press,conference,morning,chief",Drug Offences,Drug Offences
k3475,"file,photo,illustration,man,yesterday,allegedly,threatening,mother,younger,sister,suspect,local,commercial,around,following,police,report,lodged,mother,complainant,suspect,ran,amok,house,around,hit,daughter,safety,decided,leave,house,complainant,also,first,time,suspect,made,threat,suspect,previously,pointed,knife,argument,suspect,four,day,court,today,facilitate,police,investigation,section,penal,code,criminal,intimidation",Physical Hurt,Physical Hurt
k3476,"police,said,tried,stop,fight,suspect,took,knife,brought,house,nephew,stomach,left,hand,file,photo,man,younger,sister,injured,uncle,obtain,money,buy,incident,district,deputy,police,chief,said,police,found,suspect,also,standard,operating,sop,making,interstate,trip,go,house,public,incident,misunderstanding,suspect,sister,give,money,incident,tried,stop,fight,suspect,took,knife,brought,house,nephew,stomach,left,hand,said,statement,today,suspect,fled,three,later,raid,house,tiang,police,received,report,incident,said,suspect,five,previous,related,crime,police,knife,suspect,tested,positive,morphine,five,day,facilitate,investigation,said",Physical Hurt,Physical Hurt
k3477,"police,said,suspect,uncle,uncle,working,file,photo,police,unemployed,man,uncle,death,incident,today,district,police,chief,said,victim,body,face,head,suspect,incident,uncle,working,man,lodged,report,around,saying,police,picked,suspect,several,later,said,statement,tonight,said,suspect,lived,uncle,young,jail,police,knife,murder,weapon",Physical Hurt,Murder and Homicide
k3478,"police,two,men,allegedly,involved,scuffle,broke,front,hardware,shop,mile,last,scuffle,apparently,broke,viral,video,man,lack,food,assistance,assemblyman,district,police,chief,said,two,men,aged,present,police,station,mile,yesterday,added,police,also,stick,used,scuffle,investigation,admitted,fighting,scene,police,bail,statement,said,police,still,investigating,case,said,man,three,previous,criminal,man,previous,criminal,record,yesterday,said,police,investigating,case,commission,act,video,clip,man,airing,another,subsequent,scuffle,widely,last,second,video,two,met,first,man,video,discussion,turned,ugly,ended,scuffle,police,report,incident,lodged,yesterday,municipal,council",Physical Hurt,Physical Hurt
k3480,"photo,police,crest,police,investigating,scuffle,broke,front,hardware,shop,mile,viral,video,man,lack,food,assistance,assemblyman,police,chief,said,case,commission,act,three,men,involved,taken,made,far,said,statement,yesterday,video,clip,man,airing,another,subsequent,scuffle,widely,second,video,two,met,first,man,video,discussion,turned,ugly,ended,scuffle,police,report,incident,lodged,yesterday,municipal,council",Physical Hurt,Not Applicable
k3481,"male,suspect,sundry,shop,allegedly,selling,illegal,lottery,around,yesterday,district,police,chief,said,police,also,cash,piece,paper,betting,raid,criminal,department,said,statement,today,added,suspect,past,criminal,record,currently,section,aa,common,gaming,act,separate,case,female,suspect,also,sundry,shop,mile,allegedly,selling,gambling,yesterday,district,police,shop,based,also,cash,suspect,police,also,revealed,suspect,admitted,selling,gambling,suspect,also,currently,section,aa,common,gaming,act,found,guilty,offender,face,maximum,punishment,fine,five,imprisonment",Others,Money Laundering
k3484,"suspect,farmhouse,police,key,suspect,murder,said,farmhouse,oil,palm,plantation,district,police,said,suspect,also,surveillance,farmhouse,police,also,knife,used,murder,suspect,also,shirt,pair,short,motorcycle,belonging,suspect,evidence,facilitate,investigation,said,press,conference,initial,investigation,case,revealed,suspect,handed,victim,buy,motorcycle,said,district,police,chief,waiting,day,suspect,came,see,victim,latter,supposed,buy,argument,later,broke,victim,death,said,key,suspect,together,eight,connection,case,remain,police,detention,facilitate,investigation,section,penal,code,murder,also,section,c,immigration,act,without,valid,travel,added",Murder and Homicide,Murder and Homicide
k3486,"man,victim,gambling,fixed,return,per,cent,transaction,help,woman,market,china,said,businesswoman,falling,victim,gambling,syndicate,got,acquainted,via,social,medium,police,chief,said,woman,health,clothing,business,national,manager,gambling,company,man,victim,gambling,fixed,return,per,cent,transaction,help,woman,market,china,never,met,victim,made,several,several,local,bank,told,today,victim,failing,contact,man,lodged,police,report,yesterday,added,another,development,said,police,man,drug,assortment,valued,man,picked,yesterday,said",Cyber Crime,Money Laundering
k3487,"police,drunk,naked,man,photo,courtesy,police,man,drunk,police,run,roadblock,today,deputy,police,chief,lim,jaw,said,man,riding,motorcycle,naked,around,added,man,initially,roadblock,inspection,however,ram,personnel,man,tried,ram,personnel,personnel,kick,front,tyre,motorcycle,causing,suspect,fall,inspection,found,man,drunk,aggressively,man,handed,ambulance,staff,send,general,hospital,treatment,said,statement,today,lim,said,family,also,informed,arrest,learnt,man,mental,according,family,man,investigation,section,penal,code,civil,servant",Others,Sexual Harrasment or Sexual Offences or Rape
k3488,"police,chief,photo,shah,police,three,woman,drug,smuggling,syndicate,series,state,leading,seizure,worth,million,police,chief,said,following,last,police,also,uncovered,three,used,keep,namely,weighing,heroin,base,drug,dan,said,aged,tested,positive,drug,six,previous,syndicate,active,since,year,ago,commercial,transporting,smuggle,northern,peninsula,kept,store,distributed,local,market,told,medium,conference,today,said,police,also,various,asset,belonging,syndicate,worth,seven,cash,various,said,remand,seven,day,since,last,police,syndicate,meanwhile,confirmed,second,video,showing,two,police,firing,several,incident,related,incident,connection,arrest,drive,ford,ranger,crash,police,skidded,road,divider,fled,nearby,river,area,police,went,chase,police,stop,avoid,public,fired,two,one,injured,added",Drug Offences,Smuggling
k3489,"policeman,suspect,house,police,house,yesterday,suspicion,football,bookie,gambling,police,chief,said,raid,carried,operation,around,based,information,surveillance,said,bookie,early,investigation,found,football,betting,several,syndicate,made,profit,gambling,based,found,month,said,statement,today,said,five,men,aged,investigation,police,also,various,equipment,used,carry,illegal,among,mobile,various,computer,equipment,said,case,section,betting,act,fine,maximum,five,prison,besides,case,also,section,common,gaming,act,fine,imprisonment,three,said",Cyber Crime,Money Laundering
k3491,"incident,federal,capital,said,district,police,chief,two,influence,alcohol,car,police,roadblock,federal,highway,early,today,one,policeman,chase,incident,federal,capital,said,district,police,chief,slow,car,stop,roadblock,sped,patrol,caught,said,statement,woman,driving,car,aggressive,one,said,said,two,day,today,investigation,roadblock,phase,one,national,recovery,plan,drug,abuse,also,tested,positive,alcohol,ganja,said",Drug Offences,Drug Offences
k3492,"photo,found,raid,police,woman,two,men,last,night,suspicion,drug,police,chief,said,woman,men,aged,caught,raid,around,fruit,orchard,village,result,raid,inspection,found,transparent,plastic,bag,transparent,plastic,crystalline,powder,suspected,drug,dark,blue,bag,also,found,raid,weight,crystalline,powder,weight,suspected,said,statement,today,said,total,street,value,brought,police,headquarters,action,said,case,section,b,dangerous,act,section,act,said,three,two,said,got,supply,man,said,know,also,forgotten,telephone,number,said,added,brought,local,forensic,identification,fingerprinting,investigation,urine,three,also,found,positive,said",Drug Offences,Drug Offences
k3493,"alcoholic,found,raid,general,force,alcoholic,raid,morning,commander,sac,statement,said,value,seizure,inclusive,tax,said,three,men,aged,based,intelligence,converted,warehouse,store,contraband,raid,one,bribe,team,take,action,said,said,contraband,handed,police,headquarters,action,custom,act,bribe,money,suspect,handed,commission,investigation,act,meanwhile,said,worth,million,yesterday,period,added",Drug Offences,Money Laundering
k3494,"police,eight,assist,investigation,murder,fellow,countryman,oil,palm,plantation,district,yesterday,police,chief,said,comprised,five,men,three,aged,separate,estate,today,police,still,hunting,main,suspect,man,early,assist,investigation,said,statement,according,police,received,information,death,foreign,man,quarter,estate,manager,around,police,team,criminal,investigation,division,scene,however,victim,initial,investigation,found,around,eye,witness,scene,saw,victim,suspect,talking,victim,mirror,chicken,coop,suspect,victim,house,long,suspect,seen,scene,victim,found,lying,floor,wound,left,waist,added,case,section,penal,code,murder,meanwhile,anyone,information,whereabouts,call,police,station,chief,asp,investigating,officer",Murder and Homicide,Murder and Homicide
k3498,"team,two,second,fourth,left,contraband,marine,police,two,lorry,transporting,contraband,clove,worth,operation,marine,police,commander,said,team,led,asp,near,tailing,lorry,residential,area,upon,intercepting,lorry,team,carried,inspection,found,transporting,bear,tax,stamp,driver,also,produce,documentation,cargo,along,lorry,attendant,said,statement,yesterday,said,overall,value,seizure,lorry,case,custom,act",Drug Offences,Smuggling
k3500,"worrying,suicide,press,conference,left,right,victor,m,worrying,suicide,recently,national,coalition,mental,reiterated,call,urgent,repeal,section,penal,code,act,compassionate,approach,help,suicide,making,focus,group,said,individual,take,life,crime,desperate,cry,help,criminal,issue,medical,issue,victim,taken,medical,institution,urgent,medical,treatment,unfortunately,current,treat,suicide,crime,add,insult,injury,delay,occasionally,deny,psychological,support,psychiatric,treatment,poor,much,deserve,aim,focus,group,convince,government,time,right,repeal,section,penal,code,pandemic,harsh,lot,people,suicide,think,time,something,like,acknowledge,fact,many,indeed,worked,hard,previous,address,issue,somehow,borne,said,said,worrying,suicide,press,conference,via,zoom,section,people,mental,health,issue,willing,come,forward,seek,treatment,issue,stigma,associated,mental,illness,probably,holistically,chairman,victor,also,one,event,calling,immediate,action,repeal,section,simple,clear,painful,fact,number,suicide,increasing,research,every,person,suicide,suicide,something,like,four,say,three,per,day,talking,every,day,looking,urgent,matter,section,make,easier,come,forward,seeking,help,without,fear,criminal,said,cochairman,law,reform,special,committee,bar,council,m,also,member,focus,group,said,government,stated,commitment,suicide,saying,longer,relevant,written,parliamentary,reply,prime,department,said,government,via,attorney,taken,initiative,study,related,suicide,abetment,currently,criminal,prime,department,said,taken,initiative,due,statistic,showing,growing,number,across,holistic,approach,time,first,part,study,stage,medium,also,considering,remove,suicide,criminal,justice,system,place,tried,kill,system,receive,appropriate,treatment,commitment,government,propose,maintain,commitment,said,m,focus,group,stated,following,taken,expeditiously,table,relevant,legislation,parliament,suicide,withdraw,pending,section,penal,code,act,impose,moratorium,proffer,section,penal,code,act,moratorium,period,instead,section,mental,health,act,act,police,social,welfare,family,bring,person,suicide,undergo,psychiatric,evaluation,hospital,provide,compassionate,approach,risk,assessment,management,provide,care,support,facing,mental,health,collaborate,mental,health,service,manage,suicide,press,conference,member,parliament,also,question,answer,session,view,number,police,believe,section,must,still,kept,penal,code,conversation,police,issue,told,section,must,still,kept,penal,code,want,deal,opt,suicide,escape,crime,small,reason,opt,end,people,remind,every,look,issue,far,raising,issue,many,making,making,noise,said,event,rotary,remark,district,governor,rotary,said,unsettling,rise,local,national,concern,covid,pandemic,huge,contributory,factor,towards,mental,health,suicide,lead,solution,compassionate,approach,suicide,people,suffering,suicidal,forthcoming,likely,seek,help,without,said,june,alarming,average,four,suicide,every,day,first,three,year,total,number,result,suicide,concerning,need,crisis,pressing,ever",Others,Murder and Homicide
k3501,"police,currently,female,covid,patient,quarantine,patient,old,deputy,police,chief,lim,jaw,confirmed,matter,operation,track,personnel,ministry,health,relevant",Not applicable,Not Applicable
k3503,"police,arrest,suspect,jungle,area,police,man,yesterday,allegedly,threatening,husband,machete,police,chief,said,suspect,rounded,around,near,jungle,area,arrest,police,also,machete,used,suspect,incident,said,added,police,investigating,case,section,penal,code,criminal,intimidation,learnt,suspect,dissatisfied,complainant,lodging,police,report,allegedly,affair,wife,suspect,allegedly,made,verbal,pointed,machete,complainant,led,complainant,file,another,police,report,also,understood,suspect,several,past,criminal",Physical Hurt,Physical Hurt
k3504,"three,men,th,th,left,seen,together,following,arrest,police,senior,citizen,among,three,police,cockfighting,session,trio,aged,among,large,number,people,taking,part,illegal,activity,police,scene,following,public,rest,flee,surrounding,jungle,upon,presence,party,six,live,weighing,scale,paraphernalia,form,betting,board,table,dice,among,police,police,chief,confirmed,yesterday,saying,three,men,section,prevention,cruelty,act",Others,Physical Hurt
k3505,"staff,optical,shop,nonexistent,investment,scheme,police,chief,said,june,victim,woman,application,said,woman,persuaded,victim,join,investment,scheme,selling,platform,offering,five,per,cent,cash,back,amount,interested,link,provided,suspect,total,eight,five,different,bank,said,according,victim,money,family,said,victim,subsequently,told,suspect,make,two,investment,return,felt,return,received,said,case,section,penal,code",Scam,Scam
k3506,"lim,showing,four,information,received,mile,high,park,housing,estate,food,delivery,service,rider,lead,successful,capture,two,remand,prison,last,week,district,deputy,chief,lim,jaw,said,received,around,today,police,involved,pinpoint,location,said,caught,around,swamp,near,housing,estate,found,swamp,fully,submerged,partially,submerged,found,weak,condition,due,lack,food,found,movement,jungle,night,thanks,information,received,housing,rider,able,capture,today,told,press,conference,district,police,headquarters,today,lim,pointed,success,also,due,district,police,general,operation,force,tiger,platoon,police,air,wing,unit,department,volunteer,corp,added,operation,track,two,last,involved,total,personnel,housebreaking,drug,two,handed,prison,capture,operation,ended,today,two,among,four,prison,transit,house,prison,thunderstorm,around,prying,open,grille,inside,one,leaving,prison,compound,heading,towards,nearby,jungle,however,two,caught,prison,patrol,around,respectively,baru,lim,said",Robbery or Theft,Drug Offences
k3507,"tiger,platoon,personnel,escort,two,forest,area,near,mile,housing,estate,general,tiger,platoon,afternoon,two,remand,prison,last,week,district,police,chief,said,caught,forest,near,mile,housing,estate,afternoon,found,near,housing,estate,said,revealed,prior,capture,police,air,unit,search,location,following,information,received,public,involved,operation,district,police,headquarters,k,unit,state,police,headquarters,prison,personnel,news,join,telegram,channel,two,housebreaking,drug,among,four,escape,prison,transit,house,thunderstorm,around,four,prying,open,grille,inside,one,running,prison,compound,towards,nearby,jungle,time,total,prison,transit,house,air,unit,helicopter,search,location,patrol,team,housing,area,baru,team,second,one,baru",Robbery or Theft,Drug Offences
k3509,"screen,grab,one,pointing,object,firearm,person,recording,video,police,investigating,video,clip,showing,two,threatening,person,recording,video,firearm,police,chief,said,police,matter,seriously,investigating,matter,section,penal,code,criminal,intimidation,section,arm,act,unlawful,possession,firearm,incident,taken,place,recently,said,statement,yesterday,video,clip,one,seen,aiming,object,firearm,person,recording,video,armed,unidentified,object,regard,information,incident,contact,either,inspector,yew,yuan,sheng,district,police,headquarters",Firearm or Terrorism,Physical Hurt
k3510,"air,powered,shotgun,suspect,farmer,police,allegedly,found,possession,air,powered,shotgun,around,yesterday,district,police,chief,said,raid,carried,criminal,department,house,raid,carried,based,said,statement,last,night,added,case,section,arm,act,illegal,possession,firearm,found,guilty,offender,face,maximum,jail,sentence,seven,fine",Firearm or Terrorism,Firearm or Terrorsim
k3511,"homemade,shotgun,police,police,yesterday,man,near,finding,possession,homemade,shotgun,car,district,police,chief,said,police,also,found,five,shotgun,kept,inside,sling,bag,man,sitting,alone,inside,car,police,patrol,unit,area,check,drug,tapis,said,statement,today,added,man,also,past,criminal,record,tested,positive,drug,test,district,police,headquarters,man,currently,section,dangerous,act,drug,abuse,section,arm,act,illegal,possession,shotgun,another,case,police,arrest,two,men,aged,tested,positive,picked,separately,found,said,currently,section,dangerous,act",Firearm or Terrorism,Drug Offences
k3516,"police,personnel,seen,illegal,police,two,suspicion,trying,smuggle,four,men,police,chief,said,two,aged,car,stopped,inspection,roadblock,around,said,check,police,found,four,male,back,seat,inspection,found,driver,front,passenger,four,rear,examination,found,four,involved,valid,travel,said,statement,today,said,investigation,found,two,darat,ground,bring,four,illegal,illegal,state,illegal,find,employment,said,taken,hospital,covid,confirmed,negative,said,two,security,special,bill,day,said,investigation,section,j,act,section,prison,fine,upon,conviction,four,illegal,day,investigation,section,c,immigration,act,curb,entry,continue,control,illegal,entry,added",Others,Smuggling
k3517,"district,police,chief,said,police,still,police,four,currently,facing,sentence,prison,escape,prison,around,today,district,police,chief,confirmed,four,runaway,loose,currently,said,fled,prison,made,way,nearby,jungle,near,police,training,today,four,different,also,although,confirmed,information,available,time,writing,operation,track,inmate,still,ongoing",Others,Others
k3518,"right,showing,press,conference,photo,two,among,three,men,police,ecstasy,worth,operation,near,district,deputy,police,chief,chin,said,local,aged,two,aged,hotel,syndicate,believe,operating,since,year,show,ecstasy,sent,local,man,hotel,kept,delivery,country,told,press,conference,today,said,police,also,vehicle,worth,used,cash,local,man,tested,positive,record,drug,two,permanent,tested,negative,criminal,record,added,said,three,five,day,tomorrow,investigation,section,b,dangerous,death,penalty,life,imprisonment,whipping,conviction",Drug Offences,Drug Offences
k3519,"police,personnel,district,headquarters,male,allegedly,stunt,front,police,raja,yesterday,district,police,chief,statement,today,said,police,area,conduct,operation,section,road,transport,act,reckless,driving,said,added,found,guilty,suspect,face,fine,jail,term,exceeding,five,also,said,total,traffic,operation,eight,driving,without,valid,plate,nine,fancy,plate,four,wearing,helmet,one,two,failing,display,p,sticker,one,brake,one,exhaust,five,illegal,modification,eight,side,operation,police,also,total,section,road,transport,act,various,illegal,exhaust,modification,brought,district,police,headquarters,action,seventeen,also,failing,keep,physical,distance,gathering,two,public,place,said",Others,Physical Hurt
k3520,"nine,found,inside,bedroom,first,suspect,june,police,two,men,two,separate,carried,today,suspected,drug,possession,drug,abuse,district,police,chief,said,first,raid,carried,apar,saw,arrest,suspect,raid,police,found,nine,weighing,said,statement,today,added,packet,found,table,inside,bedroom,said,early,revealed,suspect,involved,since,early,due,peer,pressure,second,arrest,police,house,conduct,male,front,house,suspect,voluntarily,handed,police,motorcycle,front,house,said,police,checked,seat,motorcycle,found,packet,weighing,later,brought,district,police,headquarters,drug,positive,section,section,dangerous,act",Drug Offences,Drug Offences
k3521,"file,photo,illustration,june,police,man,admitted,lodging,false,police,report,june,motorcycle,bag,police,chief,confirmed,man,day,said,actually,spent,money,police,report,suspect,lost,money,said,statement,today,however,uncovered,police,interview,suspect,crime,also,revealed,missing,money,actually,winning,gambling,suspect,currently,police,bail,common,gaming,act,section,penal,code,unrelated,case,man,allegedly,selling,gambling,valley,around,yesterday,june,arrest,police,also,mobile,phone,piece,paper,listing,login,access,gambling",Others,Money Laundering
